temperature_C,pCO2_bar,pH,wall_shear_stress_Pa,NaCl_wt_pct,corrosion_rate_dewaard1975_mmpy,corrosion_rate_dewaard1995_mmpy,corrosion_rate_target_mmpy,model_disagreement_ratio,regime
26.69,36.0178,3.55,2.083,16.13,2.22489,21.35193,6.89244,9.5968,high_pressure_gas_CO2
102.36,0.4617,5.73,2.318,14.72,1.95291,3.0896,2.45636,1.582,conventional_oilfield_range
109.37,30.2335,4.01,38.719,5.7,468.4034,1543.51132,850.28581,3.2953,high_pressure_gas_CO2
36.0,86.9092,4.78,7.109,15.94,17.32542,42.7664,27.22032,2.4684,dense_phase_supercritical_CO2
6.5,4.4274,4.79,36.879,14.55,2.50472,13.30326,5.77243,5.3113,conventional_oilfield_range
129.53,0.2902,4.43,102.483,8.95,83.88419,236.64266,140.89208,2.8211,conventional_oilfield_range
96.05,0.3918,4.91,5.994,7.26,4.70192,14.53434,8.26676,3.0911,conventional_oilfield_range
148.8,24.2593,5.86,21.941,0.46,901.66952,537.62015,696.244,1.6771,high_pressure_gas_CO2
65.15,55.7025,5.81,26.887,7.31,164.44475,128.80006,145.5352,1.2767,high_pressure_gas_CO2
46.41,17.9342,5.94,36.107,8.37,61.43358,47.06074,53.76904,1.3054,high_pressure_gas_CO2
41.97,3.0288,4.14,123.005,4.68,26.77307,247.50844,81.40369,9.2447,conventional_oilfield_range
13.26,20.5579,6.18,35.349,2.62,13.79306,18.20274,15.84524,1.3197,high_pressure_gas_CO2
53.1,2.0428,6.26,1.553,3.83,0.83299,1.37223,1.06914,1.6474,conventional_oilfield_range
112.32,2.1263,5.28,101.659,10.79,188.58748,380.77285,267.972,2.0191,conventional_oilfield_range
40.6,0.6195,3.63,60.689,10.16,4.53299,63.74382,16.99854,14.0622,conventional_oilfield_range
62.29,17.4068,3.67,3.324,10.23,8.7638,58.05847,22.55688,6.6248,high_pressure_gas_CO2
102.59,0.6938,5.91,118.112,3.31,106.29333,117.3142,111.66789,1.1037,conventional_oilfield_range
131.86,1.1885,5.09,19.701,3.54,86.6994,163.34858,119.00514,1.8841,conventional_oilfield_range
104.47,1.4677,5.97,12.521,1.27,26.62727,30.95632,28.71032,1.1626,conventional_oilfield_range
52.87,0.8531,5.37,6.772,0.01,2.13753,9.54993,4.5181,4.4677,conventional_oilfield_range
35.73,1.611,4.82,10.001,14.69,1.34625,7.1878,3.11072,5.3391,conventional_oilfield_range
132.79,1.8971,4.06,1.786,6.76,14.49382,50.11887,26.95207,3.4579,conventional_oilfield_range
88.31,11.0088,5.6,135.042,11.02,295.17231,455.95354,366.85809,1.5447,high_pressure_gas_CO2
139.3,0.1623,5.19,24.556,0.85,28.0339,61.723,41.59732,2.2017,conventional_oilfield_range
80.56,0.4622,4.15,1.928,10.88,1.05168,5.80537,2.47092,5.5201,conventional_oilfield_range
5.18,27.8463,5.05,4.863,0.01,2.53804,7.80181,4.44986,3.074,high_pressure_gas_CO2
54.12,36.6227,4.08,13.448,2.12,52.27795,198.94395,101.98226,3.8055,high_pressure_gas_CO2
31.73,0.7637,4.56,10.313,19.26,0.87118,5.91061,2.26919,6.7846,conventional_oilfield_range
12.95,17.4993,5.46,1.575,5.9,0.72145,2.0481,1.21556,2.8389,high_pressure_gas_CO2
32.51,1.5978,5.85,6.504,17.54,0.83493,2.59328,1.47146,3.106,conventional_oilfield_range
102.42,16.5609,5.28,65.068,11.53,356.77599,468.91196,409.01898,1.3143,high_pressure_gas_CO2
67.8,9.5674,3.73,1.04,0.23,3.8173,40.49049,12.43239,10.6071,conventional_oilfield_range
91.63,0.4093,3.99,65.81,19.17,14.0031,118.67358,40.76516,8.4748,conventional_oilfield_range
118.3,64.1634,4.6,11.672,18.24,341.00464,491.16752,409.25591,1.4404,high_pressure_gas_CO2
27.29,5.9289,4.12,2.022,15.25,0.74963,6.659,2.23423,8.8831,conventional_oilfield_range
144.45,0.1337,6.11,74.23,16.17,44.11437,51.64304,47.73049,1.1707,conventional_oilfield_range
148.84,0.4361,6.12,1.442,18.58,3.18737,3.83504,3.49624,1.2032,conventional_oilfield_range
55.57,0.2907,4.85,15.033,7.77,2.45884,12.40809,5.52354,5.0463,conventional_oilfield_range
134.96,88.0896,6.22,52.11,14.81,1949.42878,574.96884,1058.70713,3.3905,dense_phase_supercritical_CO2
137.94,96.39,5.28,64.05,18.86,1963.38104,1906.0445,1934.50035,1.0301,dense_phase_supercritical_CO2
18.53,0.214,5.16,1.272,12.86,0.029,0.25113,0.08534,8.6591,conventional_oilfield_range
101.75,0.2485,5.5,25.336,4.6,11.08158,21.06545,15.27869,1.9009,conventional_oilfield_range
139.29,0.3864,4.05,5.988,17.5,7.77101,49.45475,19.60391,6.364,conventional_oilfield_range
109.49,0.2553,4.79,2.127,2.3,2.22919,11.37328,5.03519,5.102,conventional_oilfield_range
92.0,4.6229,5.56,33.55,19.93,60.97557,51.94036,56.27693,1.174,conventional_oilfield_range
132.81,12.9324,5.4,17.456,8.09,175.33417,235.96609,203.40334,1.3458,high_pressure_gas_CO2
57.1,1.0748,3.77,2.027,0.98,1.24634,13.7865,4.1452,11.0615,conventional_oilfield_range
80.24,1.64,4.32,1.677,13.78,2.04898,9.78299,4.47719,4.7746,conventional_oilfield_range
41.99,24.4759,4.72,1.237,10.82,3.5705,9.58273,5.84937,2.6839,high_pressure_gas_CO2
136.52,0.5888,5.91,15.878,4.72,33.25341,46.79968,39.44932,1.4074,conventional_oilfield_range
45.67,42.2517,3.59,7.569,11.81,22.042,94.66172,45.67859,4.2946,high_pressure_gas_CO2
125.15,54.3459,3.6,63.262,13.85,1200.66659,4747.68938,2387.54937,3.9542,high_pressure_gas_CO2
67.67,4.7044,5.55,24.414,18.29,17.66371,41.77933,27.16575,2.3653,conventional_oilfield_range
75.63,0.2661,6.45,1.479,2.86,0.64387,0.8275,0.72993,1.2852,conventional_oilfield_range
94.94,2.3062,6.08,26.04,18.15,36.9333,43.53814,40.09996,1.1788,conventional_oilfield_range
102.8,7.6086,4.36,7.656,7.81,57.0465,153.10675,93.45697,2.6839,conventional_oilfield_range
55.08,0.1364,4.67,73.15,5.71,6.0667,45.10921,16.5428,7.4355,conventional_oilfield_range
63.12,2.56,4.38,35.466,17.8,13.59332,109.43283,38.56884,8.0505,conventional_oilfield_range
24.54,22.2307,5.56,1.913,16.13,1.65764,2.91251,2.19725,1.757,high_pressure_gas_CO2
114.99,1.4482,5.81,14.976,8.71,35.91971,35.75737,35.83845,1.0045,conventional_oilfield_range
80.7,0.646,6.32,80.638,11.89,21.73737,24.68168,23.16279,1.1354,conventional_oilfield_range
64.89,8.9413,3.87,6.371,3.15,12.57662,86.54942,32.99242,6.8818,conventional_oilfield_range
104.15,0.1363,3.69,6.193,18.7,2.16327,18.92339,6.39816,8.7476,conventional_oilfield_range
108.94,0.277,3.94,2.456,4.06,3.21199,24.73355,8.91314,7.7004,conventional_oilfield_range
61.59,0.1263,5.06,41.827,10.45,2.47102,12.27439,5.50729,4.9673,conventional_oilfield_range
132.39,2.2795,3.82,120.195,1.13,475.69532,2156.54895,1012.84759,4.5335,conventional_oilfield_range
57.2,15.72,4.18,2.713,1.75,8.63732,30.84438,16.32216,3.5711,high_pressure_gas_CO2
58.86,1.7423,4.49,123.176,12.47,33.88042,187.79586,79.76593,5.5429,conventional_oilfield_range
26.67,15.0246,5.63,1.034,1.7,1.50084,3.06946,2.14634,2.0452,high_pressure_gas_CO2
44.28,0.5949,5.73,37.917,15.86,3.2558,11.66761,6.16339,3.5836,conventional_oilfield_range
120.82,0.6968,3.59,92.42,18.52,68.81681,582.95621,200.29275,8.4711,conventional_oilfield_range
105.73,25.1812,4.09,68.246,9.31,697.43418,1430.87674,998.97064,2.0516,high_pressure_gas_CO2
83.88,11.6822,4.41,44.242,1.93,228.39097,654.77855,386.71115,2.8669,high_pressure_gas_CO2
26.35,0.1898,4.98,111.231,17.31,2.02471,10.58357,4.62911,5.2272,conventional_oilfield_range
77.83,9.1082,6.38,56.185,11.34,120.75983,87.46372,102.7721,1.3807,conventional_oilfield_range
146.15,1.075,4.89,47.942,15.1,114.0,290.95778,182.1241,2.5523,conventional_oilfield_range
53.21,3.2494,4.85,4.113,18.88,2.14339,8.4612,4.2586,3.9476,conventional_oilfield_range
35.92,12.7883,5.01,116.963,2.87,68.01467,112.00842,87.28239,1.6468,high_pressure_gas_CO2
124.47,0.2801,4.43,42.403,2.57,37.57168,205.58562,87.88741,5.4718,conventional_oilfield_range
14.8,2.4993,5.08,16.304,3.73,1.92105,8.68986,4.08578,4.5235,conventional_oilfield_range
41.18,1.0215,4.19,40.001,3.73,7.14999,51.16105,19.12592,7.1554,conventional_oilfield_range
148.12,2.1093,4.92,6.703,7.58,59.87288,104.00084,78.91026,1.737,conventional_oilfield_range
84.17,3.058,4.46,32.75,10.01,55.28041,180.77288,99.96599,3.2701,conventional_oilfield_range
13.06,2.6177,4.12,30.795,16.43,1.90407,16.8592,5.66578,8.8543,conventional_oilfield_range
57.19,0.3705,4.61,42.876,2.73,7.7964,46.9384,19.12983,6.0205,conventional_oilfield_range
10.0,33.4342,5.64,111.368,5.14,41.57926,72.52958,54.91563,1.7444,high_pressure_gas_CO2
97.16,0.2319,5.92,1.505,18.44,0.6339,1.50809,0.97775,2.3791,conventional_oilfield_range
130.75,1.3991,4.42,34.697,6.24,120.18424,328.32423,198.6439,2.7318,conventional_oilfield_range
91.3,6.8705,4.94,58.119,13.67,121.38317,299.50694,190.67014,2.4675,conventional_oilfield_range
40.24,0.6759,5.24,9.577,12.44,1.31781,3.87568,2.25995,2.941,conventional_oilfield_range
18.37,17.7834,5.74,52.854,6.05,18.09255,46.13518,28.89123,2.55,high_pressure_gas_CO2
76.97,16.4694,5.13,5.951,11.03,25.21274,46.63917,34.29142,1.8498,high_pressure_gas_CO2
81.95,3.3095,6.01,10.869,8.07,33.15284,16.84261,23.63008,1.9684,conventional_oilfield_range
122.3,0.2469,4.6,19.3,9.98,15.27645,75.31294,33.91923,4.93,conventional_oilfield_range
146.76,0.4558,3.88,92.27,11.67,202.99122,854.55775,416.49456,4.2098,conventional_oilfield_range
36.09,0.3024,4.06,78.569,6.43,2.52275,38.31515,9.83156,15.1879,conventional_oilfield_range
68.65,0.7405,4.12,1.803,6.24,1.47298,7.03792,3.21974,4.778,conventional_oilfield_range
135.95,0.4519,4.69,10.191,9.2,19.03159,49.90025,30.8169,2.622,conventional_oilfield_range
5.92,0.1132,4.71,7.846,19.96,0.05032,0.5201,0.16177,10.3366,conventional_oilfield_range
5.54,79.6045,4.63,36.338,3.24,32.06137,90.35511,53.82294,2.8182,dense_phase_liquid_CO2
22.42,79.6455,5.86,25.329,2.54,26.86228,39.00854,32.37064,1.4522,dense_phase_liquid_CO2
129.51,3.2384,6.1,14.756,9.62,90.69485,46.83189,65.17217,1.9366,conventional_oilfield_range
24.38,0.6085,5.87,20.083,3.95,1.4989,3.78977,2.38338,2.5284,conventional_oilfield_range
117.99,8.5416,6.49,8.663,3.32,95.44269,31.01175,54.40446,3.0776,conventional_oilfield_range
63.13,79.4085,3.6,3.93,7.05,39.27576,205.05188,89.74167,5.2208,dense_phase_supercritical_CO2
41.59,55.2634,4.12,5.495,16.23,12.64527,80.47838,31.90095,6.3643,high_pressure_gas_CO2
86.55,0.2175,5.06,4.71,17.2,1.24598,5.01823,2.50053,4.0275,conventional_oilfield_range
145.2,0.3499,3.59,7.016,4.7,15.98662,123.52848,44.43876,7.727,conventional_oilfield_range
114.79,0.114,5.18,37.974,4.51,12.56556,55.15233,26.32528,4.3892,conventional_oilfield_range
81.71,0.1776,4.73,5.44,6.99,1.11348,11.69653,3.60886,10.5045,conventional_oilfield_range
85.11,7.5209,4.62,106.716,3.34,217.12483,593.24851,358.89968,2.7323,conventional_oilfield_range
114.43,58.1016,4.13,71.876,3.87,1546.76284,3189.21664,2221.02719,2.0619,high_pressure_gas_CO2
77.0,2.9281,4.88,13.516,9.52,15.60144,51.86497,28.44588,3.3244,conventional_oilfield_range
119.31,1.8855,4.13,48.717,1.79,142.94726,752.45111,327.96467,5.2638,conventional_oilfield_range
89.8,0.4573,5.94,16.166,19.2,5.02908,7.20306,6.0187,1.4323,conventional_oilfield_range
30.98,22.9017,6.06,2.617,12.16,4.22905,3.73998,3.977,1.1308,high_pressure_gas_CO2
128.18,0.2213,6.1,1.181,1.5,2.23432,2.94027,2.5631,1.316,conventional_oilfield_range
49.65,79.6255,4.42,2.507,3.98,22.15615,48.72358,32.85615,2.1991,dense_phase_supercritical_CO2
27.66,0.1674,6.48,20.593,1.74,0.77896,1.25645,0.9893,1.613,conventional_oilfield_range
62.1,25.1585,4.65,60.647,16.47,131.44496,231.48668,174.43554,1.7611,high_pressure_gas_CO2
7.69,32.941,6.44,27.123,11.41,13.55862,13.01337,13.2832,1.0419,high_pressure_gas_CO2
74.78,3.8989,6.27,6.761,12.26,8.44693,8.46928,8.4581,1.0026,conventional_oilfield_range
38.52,2.2713,6.43,18.66,7.89,5.38834,6.23846,5.79784,1.1578,conventional_oilfield_range
33.08,0.3496,4.42,29.38,1.14,1.57087,16.83888,5.14313,10.7194,conventional_oilfield_range
87.06,87.6491,6.19,96.115,12.41,767.44782,526.19645,635.47488,1.4585,dense_phase_supercritical_CO2
114.17,1.2363,6.25,9.248,3.91,24.54639,16.88173,20.35646,1.454,conventional_oilfield_range
6.03,0.2223,4.51,29.855,1.92,0.51614,4.8609,1.58395,9.4178,conventional_oilfield_range
34.81,26.6148,5.69,70.759,0.09,91.49979,109.01378,99.87361,1.1914,high_pressure_gas_CO2
54.35,3.3509,5.56,77.219,13.73,28.53779,60.95388,41.70718,2.1359,conventional_oilfield_range
139.55,3.7259,5.52,10.767,18.84,39.48854,72.50302,53.50737,1.8361,conventional_oilfield_range
74.43,30.893,6.26,19.338,16.59,117.44245,44.72925,72.47836,2.6256,high_pressure_gas_CO2
148.96,1.7067,4.31,12.016,3.36,91.56832,322.71802,171.9033,3.5243,conventional_oilfield_range
126.75,9.4093,6.16,46.257,7.01,323.11311,322.43705,322.7749,1.0021,conventional_oilfield_range
43.26,1.01,4.83,41.057,7.7,6.31711,39.16527,15.72931,6.1999,conventional_oilfield_range
43.44,2.1274,3.73,5.881,12.57,1.92702,16.74455,5.68041,8.6894,conventional_oilfield_range
69.29,0.5731,4.46,1.198,12.77,0.57196,4.38586,1.58384,7.6681,conventional_oilfield_range
39.99,3.0582,5.3,1.028,14.5,0.44347,1.08931,0.69504,2.4563,conventional_oilfield_range
93.62,0.88,4.18,22.768,6.66,25.05591,113.52751,53.33418,4.531,conventional_oilfield_range
123.14,0.6902,6.1,1.177,19.36,2.04429,2.41849,2.22353,1.183,conventional_oilfield_range
82.15,0.3946,5.1,102.966,11.61,27.34347,101.48689,52.67831,3.7116,conventional_oilfield_range
40.91,6.3461,4.41,40.835,0.86,31.46857,99.24986,55.88606,3.1539,conventional_oilfield_range
9.23,0.4616,4.13,127.516,17.51,1.54789,22.59956,5.91452,14.6003,conventional_oilfield_range
132.59,0.4521,5.93,34.472,16.77,37.09555,47.75549,42.08939,1.2874,conventional_oilfield_range
112.02,0.2651,4.58,3.173,10.66,2.51185,10.59833,5.15959,4.2193,conventional_oilfield_range
34.3,0.7483,4.68,4.09,8.54,0.44926,1.97484,0.94192,4.3958,conventional_oilfield_range
143.32,1.5216,4.8,1.206,4.37,11.55184,22.31267,16.05467,1.9315,conventional_oilfield_range
75.43,29.2892,5.21,10.78,2.23,58.56677,91.76443,73.30994,1.5668,high_pressure_gas_CO2
107.76,18.781,4.35,59.576,1.07,653.64139,1527.13218,999.09799,2.3363,high_pressure_gas_CO2
75.94,0.1364,5.91,1.737,17.48,0.2884,0.80812,0.48277,2.8021,conventional_oilfield_range
146.63,0.6125,6.14,10.848,12.68,30.30554,29.35813,29.82807,1.0323,conventional_oilfield_range
39.23,31.8846,4.78,3.746,4.3,7.59317,34.2934,16.13678,4.5163,high_pressure_gas_CO2
58.82,13.1052,4.92,19.23,17.1,35.85925,65.8574,48.59627,1.8366,high_pressure_gas_CO2
54.87,18.7156,5.42,2.507,0.63,8.98723,13.62223,11.06464,1.5157,high_pressure_gas_CO2
63.51,3.8333,4.5,44.218,1.21,55.74538,198.46054,105.18203,3.5601,conventional_oilfield_range
106.44,10.9799,3.86,2.228,3.65,31.05441,95.09224,54.34182,3.0621,high_pressure_gas_CO2
18.75,0.4521,3.83,2.56,9.23,0.1155,2.71596,0.56009,23.5145,conventional_oilfield_range
80.53,0.7812,5.52,33.343,19.32,12.99383,22.64619,17.15403,1.7428,conventional_oilfield_range
64.63,3.1743,3.53,98.798,10.1,70.35345,492.27114,186.09936,6.9971,conventional_oilfield_range
14.59,0.1363,5.91,7.588,12.82,0.11162,0.46905,0.22881,4.2023,conventional_oilfield_range
66.96,0.1326,3.61,9.778,4.1,1.05942,18.5756,4.43613,17.5338,conventional_oilfield_range
69.0,15.5687,5.04,2.674,0.21,13.69402,38.15569,22.85836,2.7863,high_pressure_gas_CO2
55.93,0.4357,6.29,5.188,5.69,1.01402,1.35491,1.17213,1.3362,conventional_oilfield_range
132.26,7.2539,4.94,13.142,12.29,148.45314,286.26457,206.1477,1.9283,conventional_oilfield_range
85.34,28.675,4.23,27.748,7.8,216.67251,537.43788,341.2448,2.4804,high_pressure_gas_CO2
142.49,1.9234,5.73,5.112,12.48,38.91062,22.00461,29.26112,1.7683,conventional_oilfield_range
149.11,46.3738,5.15,27.166,18.02,1236.44385,847.7699,1023.8261,1.4585,high_pressure_gas_CO2
8.47,97.1728,6.42,1.184,12.53,1.47602,1.41336,1.44435,1.0443,dense_phase_liquid_CO2
108.42,1.0637,4.77,22.911,1.08,40.91454,108.27063,66.55707,2.6463,conventional_oilfield_range
125.84,8.8495,6.2,20.941,11.96,163.78445,96.68459,125.83891,1.694,conventional_oilfield_range
36.75,75.5413,5.97,2.287,4.92,10.55,7.95281,9.15981,1.3266,dense_phase_supercritical_CO2
43.39,0.1022,4.23,9.075,12.85,0.40392,4.65875,1.37178,11.5337,conventional_oilfield_range
121.74,33.4783,5.91,30.58,4.17,719.5558,437.62898,561.15815,1.6442,high_pressure_gas_CO2
130.63,7.6536,4.57,1.597,19.53,18.23279,40.27963,27.1,2.2092,conventional_oilfield_range
23.56,0.1719,6.34,2.017,0.78,0.12999,0.23203,0.17367,1.7849,conventional_oilfield_range
140.33,0.2393,6.23,4.518,17.49,5.74051,5.58302,5.66122,1.0282,conventional_oilfield_range
39.44,80.0038,6.23,5.678,10.61,18.85836,13.11896,15.72902,1.4375,dense_phase_supercritical_CO2
79.85,2.1399,5.97,20.214,17.7,13.16916,17.45013,15.15927,1.3251,conventional_oilfield_range
113.53,0.6497,5.65,24.464,6.55,28.67478,47.89693,37.05987,1.6704,conventional_oilfield_range
129.41,4.049,4.96,74.214,3.76,375.63646,719.28679,519.79837,1.9148,conventional_oilfield_range
140.11,35.963,5.26,77.447,1.97,2035.31192,2966.89739,2457.34849,1.4577,high_pressure_gas_CO2
57.94,2.5183,4.76,14.083,10.52,7.83622,25.66095,14.18044,3.2747,conventional_oilfield_range
54.07,0.1328,3.66,13.092,11.5,0.84929,9.84112,2.89102,11.5874,conventional_oilfield_range
94.98,34.2687,4.29,12.359,7.75,138.50468,320.9854,210.85061,2.3175,high_pressure_gas_CO2
124.56,19.3473,5.04,4.103,14.79,97.79386,76.20505,86.3272,1.2833,high_pressure_gas_CO2
111.88,3.3983,3.91,3.594,8.14,18.06288,96.67695,41.78833,5.3522,conventional_oilfield_range
53.2,2.1422,6.05,19.779,7.22,9.21062,10.08576,9.63826,1.095,conventional_oilfield_range
120.99,63.4551,4.6,5.295,10.22,247.47477,268.89119,257.96082,1.0865,high_pressure_gas_CO2
108.21,9.8207,4.84,48.817,6.0,300.7135,448.11163,367.08748,1.4902,conventional_oilfield_range
77.01,3.0163,4.62,79.734,7.4,80.99429,244.17573,140.63015,3.0147,conventional_oilfield_range
36.44,2.1985,6.05,40.09,16.24,6.19099,13.63306,9.18707,2.2021,conventional_oilfield_range
94.28,0.1125,3.69,4.171,6.62,0.97582,22.82777,4.71972,23.3934,conventional_oilfield_range
84.38,0.8543,5.56,8.042,17.93,6.37689,7.70866,7.01123,1.2088,conventional_oilfield_range
20.3,1.9016,4.09,16.847,15.76,1.26424,11.90907,3.8802,9.4199,conventional_oilfield_range
27.34,1.2361,4.16,91.632,18.6,5.23347,39.48246,14.37464,7.5442,conventional_oilfield_range
43.21,15.9482,3.56,4.521,15.64,8.50627,32.6069,16.65422,3.8333,high_pressure_gas_CO2
76.17,10.93,4.69,2.688,1.26,13.07133,41.22201,23.21264,3.1536,high_pressure_gas_CO2
21.41,7.6356,4.33,12.031,18.58,2.67029,15.71221,6.47736,5.8841,conventional_oilfield_range
46.02,1.2405,5.17,52.454,7.06,9.01465,31.42998,16.83242,3.4865,conventional_oilfield_range
125.46,59.006,5.9,121.667,8.48,1903.90215,1314.4046,1581.92849,1.4485,high_pressure_gas_CO2
36.13,1.3153,6.41,27.035,13.99,3.83723,4.2647,4.04532,1.1114,conventional_oilfield_range
78.8,4.8026,5.85,5.956,0.16,22.13492,19.06401,20.54216,1.1611,conventional_oilfield_range
18.29,3.2227,5.78,1.29,4.02,0.27939,0.85254,0.48805,3.0514,conventional_oilfield_range
52.8,2.598,4.46,2.215,12.51,1.18375,6.41206,2.75504,5.4167,conventional_oilfield_range
37.34,4.6555,6.16,49.425,12.32,20.35526,18.15963,19.22613,1.1209,conventional_oilfield_range
101.89,1.8226,5.07,120.119,17.67,143.41129,244.8579,187.39101,1.7074,conventional_oilfield_range
98.7,0.1184,3.76,6.339,15.8,1.35357,16.12146,4.67136,11.9103,conventional_oilfield_range
18.46,1.2831,4.11,1.245,8.12,0.19932,1.83894,0.60543,9.226,conventional_oilfield_range
32.53,10.8043,4.21,2.968,11.41,2.24959,16.22486,6.04147,7.2123,high_pressure_gas_CO2
31.82,0.1017,5.51,3.266,11.21,0.09281,0.52292,0.2203,5.6342,conventional_oilfield_range
99.96,71.8095,5.18,21.785,10.56,375.60387,650.47667,494.28894,1.7318,high_pressure_gas_CO2
80.36,18.1164,4.74,9.668,8.08,50.80725,96.56712,70.04506,1.9007,high_pressure_gas_CO2
127.28,0.2543,3.52,3.207,10.25,4.75005,41.03245,13.96088,8.6383,conventional_oilfield_range
112.71,1.6378,4.38,4.029,14.56,9.33656,40.83812,19.52658,4.374,conventional_oilfield_range
9.35,2.4508,5.18,46.555,15.3,2.32553,8.50649,4.4477,3.6579,conventional_oilfield_range
67.94,0.5234,5.28,26.127,10.37,5.97561,16.07437,9.80072,2.69,conventional_oilfield_range
69.33,36.6617,4.32,17.089,6.22,72.747,264.93524,138.82811,3.6419,high_pressure_gas_CO2
49.36,70.7323,4.65,21.238,19.66,43.12462,119.10246,71.66763,2.7618,high_pressure_gas_CO2
41.15,26.9849,4.49,8.939,6.22,19.07404,70.58409,36.69229,3.7005,high_pressure_gas_CO2
6.48,0.2869,4.64,53.414,15.18,0.6728,4.14614,1.67019,6.1625,conventional_oilfield_range
121.75,0.638,6.37,7.009,8.37,16.58033,11.27875,13.67499,1.4701,conventional_oilfield_range
144.02,0.2318,6.46,2.49,2.78,5.93081,4.45013,5.1374,1.3327,conventional_oilfield_range
101.42,8.908,6.42,25.403,5.33,125.93355,75.87604,97.75141,1.6597,conventional_oilfield_range
135.98,0.4783,4.12,11.416,11.16,19.89807,168.34716,57.87731,8.4605,conventional_oilfield_range
102.95,0.1559,5.04,11.763,6.02,5.9738,15.23248,9.53917,2.5499,conventional_oilfield_range
52.38,3.194,3.65,3.782,6.59,2.36926,23.44071,7.45232,9.8937,conventional_oilfield_range
137.44,0.9477,5.83,27.661,13.03,56.59247,55.94147,56.26602,1.0116,conventional_oilfield_range
58.92,25.3178,5.01,16.678,0.04,66.33092,105.59863,83.69262,1.592,high_pressure_gas_CO2
128.21,0.2485,4.69,42.564,13.03,30.38415,127.62413,62.27159,4.2004,conventional_oilfield_range
92.24,0.4411,4.74,3.075,9.34,2.21129,9.77592,4.64945,4.4209,conventional_oilfield_range
144.51,1.1625,6.15,54.964,3.55,222.27163,168.47251,193.51139,1.3193,conventional_oilfield_range
147.2,3.3908,4.83,9.82,2.0,110.63488,219.89875,155.97587,1.9876,conventional_oilfield_range
52.24,7.8472,3.78,129.721,6.95,94.65534,624.16405,243.06473,6.5941,conventional_oilfield_range
54.35,1.3249,3.8,3.069,17.58,1.0175,9.70487,3.14241,9.5379,conventional_oilfield_range
17.7,0.6156,4.06,2.535,3.72,0.13167,2.08647,0.52415,15.8461,conventional_oilfield_range
73.99,1.8618,5.63,2.791,17.08,2.2082,3.41609,2.74652,1.547,conventional_oilfield_range
11.9,0.6878,4.12,15.575,0.03,1.14783,10.50844,3.47302,9.1551,conventional_oilfield_range
121.06,7.0276,3.73,61.938,0.86,424.53649,2101.8063,944.61287,4.9508,conventional_oilfield_range
16.82,0.6336,4.88,66.812,15.57,2.14975,10.78338,4.81473,5.0161,conventional_oilfield_range
116.16,1.2177,5.3,5.324,2.65,18.54136,30.30777,23.70543,1.6346,conventional_oilfield_range
94.38,1.9393,6.37,55.556,4.31,92.81018,56.75846,72.57936,1.6352,conventional_oilfield_range
33.09,0.8636,6.1,23.202,9.58,2.88308,3.96318,3.38026,1.3746,conventional_oilfield_range
22.91,0.132,3.73,19.747,3.06,0.47117,8.57637,2.0102,18.2023,conventional_oilfield_range
63.21,5.7946,4.36,56.06,4.02,52.896,263.92352,118.15455,4.9895,conventional_oilfield_range
69.82,79.3012,3.96,4.138,1.65,64.29474,215.14771,117.6132,3.3463,dense_phase_supercritical_CO2
120.98,0.3458,4.77,5.816,17.12,5.97675,20.90747,11.17849,3.4981,conventional_oilfield_range
17.53,1.7437,4.57,12.889,8.37,1.34628,10.15953,3.69832,7.5464,conventional_oilfield_range
53.1,0.2814,4.87,2.005,1.08,0.423,2.87396,1.10258,6.7942,conventional_oilfield_range
73.6,0.1487,4.86,4.825,0.15,1.30458,5.15465,2.59319,3.9512,conventional_oilfield_range
113.51,33.569,5.56,8.915,9.75,176.70268,147.32359,161.34581,1.1994,high_pressure_gas_CO2
72.04,0.1691,3.71,2.438,13.96,0.54885,6.36176,1.86859,11.5911,conventional_oilfield_range
131.08,6.2587,5.93,130.26,7.3,883.58059,494.50533,661.01082,1.7868,conventional_oilfield_range
38.3,12.2683,4.19,23.451,7.41,13.51663,90.95523,35.06292,6.7291,high_pressure_gas_CO2
106.63,80.3439,6.11,8.146,9.46,300.41846,126.25378,194.75361,2.3795,dense_phase_supercritical_CO2
48.04,0.2728,3.82,14.093,0.64,1.58621,24.91437,6.28644,15.7069,conventional_oilfield_range
43.43,17.7676,5.85,23.268,13.68,23.04362,23.82548,23.43129,1.0339,high_pressure_gas_CO2
25.69,0.1269,3.71,48.536,18.12,0.58771,14.97222,2.96636,25.4757,conventional_oilfield_range
78.14,21.7357,3.8,20.914,3.81,97.23008,557.55,232.83176,5.7343,high_pressure_gas_CO2
40.93,87.4105,4.11,3.297,6.31,15.31675,52.46453,28.34759,3.4253,dense_phase_supercritical_CO2
48.88,2.4911,6.11,1.015,16.39,0.62037,0.7753,0.69353,1.2497,conventional_oilfield_range
116.8,0.6175,4.85,9.484,12.8,15.55051,47.56876,27.19776,3.059,conventional_oilfield_range
6.55,79.4275,4.31,1.361,16.38,1.00265,7.6356,2.76692,7.6154,dense_phase_liquid_CO2
95.25,4.5227,5.54,56.46,17.25,120.73678,115.21569,117.94393,1.0479,conventional_oilfield_range
86.98,2.5829,4.85,67.476,10.78,69.67874,214.07397,122.13273,3.0723,conventional_oilfield_range
59.9,2.1545,3.61,20.655,9.87,10.4312,62.3414,25.50089,5.9764,conventional_oilfield_range
